"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
"1.697431179E1,3.972020609E0,1.407551809E1,-1.576146215E0,1.470990803E1"
"1.698432979E1,4.136350173E0,1.397518338E1,-1.664646163E0,1.466922595E1"
"1.699434779E1,4.386754552E0,1.339762231E1,-1.643253540E0,1.419296239E1"
"1.700436679E1,4.554888607E0,1.239558029E1,-1.523164594E0,1.329351162E1"
"1.701438479E1,4.340326491E0,1.108173198E1,-1.289465418E0,1.197104585E1"
"1.702440379E1,3.768919035E0,9.796425104E0,-1.067112179E0,1.055051771E1"
"1.703442179E1,2.991871145E0,8.536984554E0,-7.576377654E-1,9.077742737E0"
"1.704443979E1,2.079447788E0,7.293793416E0,-4.433744824E-1,7.597374970E0"
"1.705445879E1,1.244871920E0,6.243183834E0,-3.323498905E-1,6.374755441E0"
"1.706447679E1,5.600718968E-1,5.595593591E0,-5.223855686E-1,5.647763703E0"
"1.707449479E1,-7.219440222E-2,5.594851579E0,-6.485006547E-1,5.632772792E0"
"1.708451379E1,-7.231785887E-1,6.070738919E0,-5.731112973E-1,6.140465362E0"
"1.709453146E1,-1.327908522E0,6.699526856E0,-2.863358116E-1,6.835860541E0"
"1.710454946E1,-1.806050695E0,6.939995939E0,6.526194334E-2,7.171444893E0"
"1.711456846E1,-2.053892385E0,6.561405682E0,2.808405253E-1,6.881089293E0"
"1.712458646E1,-2.266398329E0,5.905434625E0,2.125206343E-1,6.328971837E0"
"1.713460446E1,-2.728534479E0,4.899895965E0,-8.988222226E-1,5.679943861E0"
"1.714462346E1,-3.067359869E0,3.047184051E0,-1.269425840E0,4.506159026E0"
"1.715464146E1,-3.137326482E0,-3.391151190E-2,-1.307016420E-1,3.140230941E0"
"1.716465946E1,-3.475073645E0,-5.129213238E0,2.159467957E0,6.561117827E0"
"1.717467846E1,-4.417866710E0,-1.406237121E1,4.363135017E0,1.537220796E1"
"1.718469646E1,-4.701883516E0,-2.492939343E1,3.871235662E0,2.566259596E1"
"1.719471446E1,-1.397124937E0,-3.610831316E1,-3.966942887E0,3.635242596E1"
"1.720473346E1,5.403135996E0,-4.171729219E1,-1.592653022E1,4.497978114E1"
"1.721475146E1,7.739327860E0,-3.199152017E1,-1.057581685E1,3.457170028E1"
"1.722477046E1,4.640251231E0,-1.849053311E1,1.299550695E0,1.910812859E1"
"1.723478846E1,2.557400511E0,-1.280943218E1,1.468102534E0,1.314447318E1"
"1.724480646E1,9.318766057E-1,-9.971930451E0,2.263878179E-1,1.001793603E1"
"1.725482546E1,-1.004877047E0,-8.819751225E0,6.140033249E-1,8.898021670E0"
"1.726484346E1,-2.086687371E0,-8.081819746E0,1.526298702E0,8.485261476E0"
"1.727486146E1,-2.347411209E0,-7.536252891E0,2.515246471E0,8.284437931E0"
"1.728488046E1,-1.989342633E0,-7.257074656E0,2.698008213E0,7.993864209E0"
"1.729489846E1,-1.515671533E0,-7.042394133E0,1.899022447E0,7.449755807E0"
"1.730491646E1,-1.181218180E0,-6.369960825E0,2.881473521E-1,6.484960000E0"
"1.731493546E1,-8.217264649E-1,-5.421514379E0,-1.732248162E0,5.750542257E0"
"1.732495346E1,-3.400392714E-1,-4.506740295E0,-3.060270120E0,5.458167091E0"
"1.733497146E1,3.113357283E-1,-3.777870830E0,-2.963409823E0,4.811552320E0"
"1.734499046E1,9.846458267E-1,-2.863718305E0,-1.881895952E0,3.565381089E0"
"1.735500846E1,1.298795235E0,-1.380054576E0,-5.895514385E-1,1.984689042E0"
"1.736502646E1,1.295257670E0,8.676075196E-1,4.047455831E-1,1.610668875E0"
"1.737504546E1,1.279289070E0,3.474229015E0,1.118646102E0,3.867585406E0"
"1.738506346E1,1.370527854E0,5.973228412E0,1.887896365E0,6.412640404E0"
"1.739508146E1,1.453564309E0,8.138910790E0,2.405785425E0,8.610605180E0"
"1.740510046E1,1.526059843E0,9.680932655E0,2.593214414E0,1.013775501E1"
"1.741511846E1,1.728675659E0,1.080764024E1,2.581536355E0,1.124534290E1"
"1.742513746E1,2.201684123E0,1.176487154E1,2.363194306E0,1.220017634E1"
"1.743515546E1,2.660960839E0,1.249076127E1,1.916945332E0,1.291412053E1"
"1.744517346E1,2.843018577E0,1.297535745E1,1.502836164E0,1.336791577E1"
"1.745519246E1,2.530434029E0,1.342369505E1,1.116276737E0,1.370564697E1"
"1.746521046E1,1.936344640E0,1.374188064E1,6.309204161E-1,1.389196799E1"
"1.747522846E1,1.436410479E0,1.387303603E1,1.199030773E-1,1.394771596E1"
"1.748524746E1,1.228013959E0,1.389835915E1,-5.687784740E-1,1.396409375E1"
"1.749526546E1,1.294085888E0,1.382497426E1,-1.302791222E0,1.394639152E1"
"1.750528346E1,1.618315896E0,1.338267566E1,-1.548522799E0,1.356882003E1"
"1.751530246E1,2.048881029E0,1.249891930E1,-1.199079085E0,1.272236958E1"
"1.752532046E1,2.180987903E0,1.116496359E1,-5.420824262E-1,1.138889694E1"
"1.753533846E1,1.843639082E0,9.883439859E0,2.296868900E-1,1.005654735E1"
"1.754535746E1,1.543255481E0,8.998090718E0,8.863982049E-1,9.172402947E0"
"1.755537546E1,1.432624699E0,8.296736496E0,1.377347753E0,8.531432286E0"
"1.756539446E1,1.451074419E0,7.832155917E0,1.647743032E0,8.134085097E0"
"1.757541246E1,1.607307343E0,7.633126051E0,1.781232626E0,8.001302387E0"
"1.758543046E1,1.797208243E0,7.477457968E0,1.888465738E0,7.918878581E0"
"1.759544946E1,1.911020787E0,7.238205691E0,1.970100031E0,7.741118537E0"
"1.760546746E1,2.081845877E0,6.705509142E0,2.071282882E0,7.320392605E0"
"1.761548546E1,2.159935880E0,5.777808033E0,1.950799688E0,6.469467374E0"
"1.762550446E1,1.921087792E0,4.205732650E0,8.728561997E-1,4.705384508E0"
"1.763552246E1,1.481656818E0,1.396186459E0,-2.109893801E0,2.931943964E0"
"1.764554046E1,7.756328639E-1,-2.336155611E0,-4.086880682E0,4.770935243E0"
"1.765555946E1,-2.914397365E-1,-4.713698400E0,1.512138938E-1,4.725119614E0"
"1.766557746E1,-8.367271312E-1,-9.094159302E0,1.899247272E0,9.327967940E0"
"1.767559546E1,-1.278909439E0,-1.729334378E1,1.928803486E0,1.744751074E1"
"1.768561446E1,-1.841268913E0,-2.762209939E1,1.692063757E0,2.773506311E1"
"1.769563246E1,-1.517572025E0,-3.648945806E1,-3.510456682E-1,3.652268894E1"
"1.770565046E1,6.772160384E-1,-3.871497617E1,-4.574582030E0,3.899018853E1"
"1.771566946E1,1.729274268E0,-2.711825651E1,-4.445180808E0,2.753452121E1"
"1.772568746E1,3.432578713E-1,-1.511066471E1,-2.462398167E0,1.531383096E1"
"1.773570646E1,-1.534550000E0,-1.037651217E1,-2.679514639E0,1.082620188E1"
"1.774572446E1,-2.838685205E0,-9.055036166E0,-1.882457285E0,9.674474616E0"
"1.775574246E1,-3.140442756E0,-9.215436401E0,-5.324810788E-2,9.735989119E0"
"1.776576146E1,-2.999463755E0,-9.679864953E0,1.976847718E0,1.032494529E1"
"1.777577946E1,-2.599713302E0,-9.679160364E0,2.952107155E0,1.044794675E1"
"1.778579746E1,-2.078729311E0,-9.120370030E0,2.712588830E0,9.739630547E0"
"1.779581646E1,-1.553061408E0,-7.930548184E0,1.865191627E0,8.293644195E0"
"1.780583446E1,-9.084567529E-1,-6.472629161E0,9.626179766E-1,6.606576670E0"
"1.781585246E1,-4.028047460E-1,-4.967004460E0,3.500471465E-1,4.995589852E0"
"1.782587146E1,1.840367272E-2,-3.293323764E0,4.794124804E-2,3.293724104E0"
"1.783588946E1,5.695755225E-1,-1.349792311E0,9.155577578E-2,1.467902592E0"
"1.784590746E1,1.120164551E0,4.544865310E-1,5.079452848E-1,1.311234167E0"
"1.785592646E1,1.639109472E0,2.382542742E0,9.877105717E-1,3.055938801E0"
"1.786594446E1,2.084834974E0,4.472169802E0,1.409737966E0,5.131685954E0"
"1.787596346E1,2.499589674E0,6.556270072E0,1.794611056E0,7.242461919E0"
"1.788598146E1,2.847736110E0,8.529448078E0,1.953463679E0,9.202016399E0"
"1.789599946E1,3.098321753E0,1.017050306E1,1.782137775E0,1.078029431E1"
"1.790601846E1,3.603308639E0,1.123988981E1,1.525454364E0,1.190151113E1"
"1.791603646E1,4.203358388E0,1.178644777E1,1.252285312E0,1.257604036E1"
"1.792605446E1,4.606849889E0,1.210540403E1,7.988126155E-1,1.297697862E1"
"1.793607346E1,4.750893708E0,1.253247881E1,3.022355604E-1,1.340616882E1"
"1.794609146E1,4.661696772E0,1.287327910E1,-2.471614402E-2,1.369136014E1"
"1.795610946E1,4.494980375E0,1.307865670E1,-4.320460502E-1,1.383628467E1"
"1.796612846E1,4.503890654E0,1.309005409E1,-1.118677604E0,1.388833996E1"
"1.797614646E1,4.648960952E0,1.270361863E1,-1.615122585E0,1.362363333E1"
"1.798616446E1,4.593814107E0,1.179807437E1,-1.545333728E0,1.275483215E1"
"1.799618346E1,4.142015541E0,1.051215704E1,-1.146026201E0,1.135672112E1"
"1.800620146E1,3.495243908E0,9.336371439E0,-6.909689820E-1,9.993097606E0"
"1.801622046E1,2.798808071E0,8.386825132E0,-4.130648553E-1,8.851145971E0"
"1.802623846E1,2.120767576E0,7.622855417E0,-4.067838128E-1,7.922818494E0"
"1.803625646E1,1.463506184E0,7.141554725E0,-6.225027645E-1,7.316499431E0"
"1.804627546E1,8.854855277E-1,6.999526441E0,-8.199082732E-1,7.102795548E0"
"1.805629346E1,3.577276835E-1,7.158802257E0,-7.947768673E-1,7.211663408E0"
"1.806631146E1,-1.626290475E-1,7.429817778E0,-5.014630616E-1,7.448496871E0"
"1.807633046E1,-6.276889524E-1,7.562053145E0,-1.287447251E-2,7.588070041E0"
"1.808634846E1,-1.022397205E0,7.416310126E0,6.950550163E-1,7.518647046E0"
"1.809636292E1,-1.353448429E0,6.786444547E0,1.498577052E0,7.080493304E0"
"1.810638192E1,-1.783880392E0,5.538031846E0,2.069755151E0,6.175428111E0"
"1.811639992E1,-2.400424844E0,3.536393103E0,2.075167772E0,4.751256349E0"
"1.812641892E1,-3.159205593E0,5.189690405E-1,4.881946329E-1,3.238555673E0"
"1.813643692E1,-3.697048861E0,-3.042517388E0,-1.579409985E0,5.041787207E0"
"1.814645492E1,-4.103333285E0,-7.570974827E0,-3.155020741E0,9.171213647E0"
"1.815647392E1,-4.498294869E0,-1.417588087E1,-3.243824744E0,1.522211070E1"
"1.816649192E1,-4.269393333E0,-2.072922616E1,-2.547182794E0,2.131705132E1"
"1.817650992E1,-3.401557480E0,-2.660368750E1,-2.196442240E0,2.691005650E1"
"1.818652892E1,-2.170191166E0,-3.194614811E1,-3.119764370E0,3.217140094E1"
"1.819654692E1,-1.458994326E-1,-3.195566504E1,-4.200201184E0,3.223084710E1"
"1.820656492E1,8.128100458E-1,-2.181384023E1,-1.253914201E0,2.186496253E1"
"1.821658392E1,2.514718066E-1,-1.365934602E1,-2.122059079E-1,1.366330865E1"
"1.822660192E1,-5.294296728E-1,-1.050767340E1,-3.004076477E-1,1.052529053E1"
"1.823661992E1,-8.095307080E-1,-9.487207968E0,1.845192687E-1,9.523471130E0"
"1.824663892E1,-8.932778927E-1,-9.462878873E0,5.374060424E-1,9.520127479E0"
"1.825665692E1,-8.217895418E-1,-9.447080281E0,9.149639730E-1,9.526795000E0"
"1.826667592E1,-6.200555585E-1,-8.838369929E0,1.331423868E0,8.959572614E0"
"1.827669392E1,-2.654150587E-1,-7.693772203E0,1.535511575E0,7.849991825E0"
"1.828671192E1,1.320197506E-1,-6.257147570E0,1.012936703E0,6.339981521E0"
"1.829673092E1,4.335757184E-1,-4.768607848E0,9.963304639E-2,4.789314716E0"
"1.830674892E1,6.830552141E-1,-3.304063345E0,-4.174409115E-1,3.399655266E0"
"1.831676692E1,9.739768508E-1,-1.902896812E0,-1.123810290E0,2.415076966E0"
"1.832678592E1,1.233169595E0,-4.900937355E-1,-1.500593172E0,2.003167239E0"
"1.833680392E1,1.423889690E0,1.015622182E0,-7.713320176E-1,1.911518597E0"
"1.834682192E1,1.451899315E0,2.943927485E0,3.597732588E-1,3.302144372E0"
"1.835684092E1,1.241836923E0,4.903542289E0,1.225384685E0,5.204656910E0"
"1.836685892E1,1.154728320E0,6.586186182E0,1.880049402E0,6.945921945E0"
"1.837687792E1,1.279753339E0,8.012011008E0,2.205664469E0,8.408034535E0"
"1.838689592E1,1.707660620E0,9.109919302E0,2.016688306E0,9.485450237E0"
"1.839691392E1,2.179463242E0,1.026026484E1,1.766345615E0,1.063687320E1"
"1.840693292E1,2.590637254E0,1.133890071E1,1.638753523E0,1.174596032E1"
"1.841695092E1,2.889944821E0,1.214402956E1,1.454919401E0,1.256765792E1"
"1.842696892E1,3.040840699E0,1.258899683E1,1.170059427E0,1.300379146E1"
"1.843698792E1,3.045619921E0,1.297717359E1,7.204822183E-1,1.334922956E1"
"1.844700592E1,2.963836670E0,1.346610724E1,-1.421622578E-1,1.378914726E1"
"1.845702392E1,3.044968834E0,1.387541468E1,-1.522556484E0,1.428695720E1"
"1.846704292E1,3.395151855E0,1.373584164E1,-2.484746225E0,1.436573581E1"
"1.847706092E1,3.767990205E0,1.290854482E1,-2.193581783E0,1.362498003E1"
"1.848707892E1,3.952522192E0,1.186973551E1,-1.765271920E0,1.263444647E1"
"1.849709792E1,3.796619343E0,1.097704460E1,-1.455397704E0,1.170589634E1"
"1.850711592E1,3.353864080E0,1.020497591E1,-1.033653241E0,1.079158823E1"
"1.851713492E1,2.854333524E0,9.604335299E0,-5.213331429E-1,1.003305859E1"
"1.852715292E1,2.467127979E0,9.117462795E0,6.293241262E-2,9.445570855E0"
"1.853717092E1,2.293420943E0,8.689201611E0,5.906516652E-1,9.006157540E0"
"1.854718992E1,2.316475345E0,8.333362285E0,9.991302569E-1,8.706850537E0"
"1.855720792E1,2.460563895E0,8.034062027E0,1.673601758E0,8.567465797E0"
"1.856722592E1,2.688436906E0,7.269321064E0,1.790185006E0,7.954588870E0"
"1.857724492E1,2.553067139E0,6.382288510E0,1.092060932E0,6.960197951E0"
"1.858726292E1,2.194469536E0,5.272109833E0,-2.927262336E-3,5.710590793E0"
"1.859728092E1,1.783473133E0,3.611087190E0,-1.038888838E0,4.159328928E0"
"1.860729992E1,1.261350543E0,1.333661013E0,-1.390308984E0,2.302740967E0"
"1.861731792E1,6.170449734E-1,-2.127873112E0,-2.211722477E0,3.130543850E0"
"1.862733692E1,-8.076883234E-2,-5.624061345E0,-6.442557223E-1,5.661418113E0"
"1.863735492E1,-4.188191003E-1,-1.021380170E1,1.143728245E0,1.028616881E1"
"1.864737292E1,-1.551227575E-1,-1.677689079E1,1.564950259E0,1.685043611E1"
"1.865739192E1,4.559664613E-1,-2.469257652E1,2.142209315E-1,2.469771510E1"
"1.866740992E1,1.495700807E0,-3.289829935E1,-3.555046306E0,3.312361054E1"
"1.867742792E1,2.512640367E0,-3.597846521E1,-7.802666069E0,3.690047314E1"
"1.868744692E1,6.546773610E-1,-2.647092530E1,-4.495877337E0,2.685798581E1"
"1.869746492E1,-1.674344355E0,-1.549165408E1,-6.784430766E-1,1.559663618E1"
"1.870748392E1,-2.735796429E0,-1.039834918E1,-1.437888801E0,1.084793860E1"
"1.871750192E1,-3.219001560E0,-8.390153952E0,-1.155044874E0,9.060396407E0"
"1.872751992E1,-3.524471800E0,-8.778624834E0,5.677681482E-1,9.476735520E0"
"1.873753892E1,-3.542228917E0,-1.044158817E1,1.676318229E0,1.115276611E1"
"1.874755692E1,-3.138744432E0,-1.147929236E1,1.835205935E0,1.204133923E1"
"1.875757492E1,-2.431474874E0,-1.116472502E1,1.411338934E0,1.151325464E1"
"1.876759392E1,-1.597886455E0,-9.809242786E0,6.997911148E-1,9.963141711E0"
"1.877761192E1,-5.248719509E-1,-8.031227297E0,2.383019583E-1,8.051887374E0"
"1.878762992E1,4.929971704E-1,-6.314539161E0,1.016433191E-1,6.334570418E0"
"1.879764892E1,1.141628364E0,-4.648316004E0,3.712046385E-2,4.786599515E0"
"1.880766692E1,1.331712282E0,-2.817395493E0,-4.023796535E-1,3.142146456E0"
"1.881768592E1,1.377723729E0,-1.129220719E0,-5.200781111E-1,1.855732564E0"
"1.882770392E1,1.334915240E0,7.569869703E-1,-3.377622195E-1,1.571340603E0"
"1.883772192E1,1.386575391E0,2.645265158E0,7.499646105E-2,2.987581554E0"
"1.884774092E1,1.572355319E0,4.503150689E0,6.867976514E-1,4.818958227E0"
"1.885775892E1,1.802546605E0,6.217499939E0,1.146816745E0,6.574318855E0"
"1.886777692E1,1.902952068E0,7.814337696E0,1.097937457E0,8.117300467E0"
"1.887779592E1,2.051039529E0,9.364674302E0,7.578821790E-1,9.616562448E0"
"1.888781392E1,2.286546372E0,1.077415207E1,6.304375092E-1,1.103213934E1"
"1.889783192E1,2.735964244E0,1.181469216E1,1.068775200E0,1.217434728E1"
"1.890785092E1,3.399538144E0,1.237398886E1,1.605006902E0,1.293245944E1"
"1.891786892E1,3.946006639E0,1.264938102E1,1.620193291E0,1.334926346E1"
"1.892788792E1,4.288923910E0,1.284990661E1,1.362431653E0,1.361510882E1"
"1.893790592E1,4.453388545E0,1.305199223E1,4.989043200E-1,1.379985783E1"
"1.894792392E1,4.716749769E0,1.301943727E1,-1.100781616E0,1.389119129E1"
"1.895794292E1,4.996928170E0,1.256487823E1,-2.420273656E0,1.373692763E1"
"1.896796092E1,4.866602504E0,1.183554684E1,-2.600777203E0,1.305863817E1"
"1.897797892E1,4.304821905E0,1.112033062E1,-2.142794037E0,1.211547816E1"
"1.898799792E1,3.587037592E0,1.063737400E1,-1.551254618E0,1.133256172E1"
"1.899801592E1,2.814054394E0,1.020159856E1,-9.444726046E-1,1.062466676E1"
"1.900803392E1,2.018099386E0,9.756078147E0,-3.914944768E-1,9.970308614E0"
"1.901805292E1,1.357744817E0,9.424164459E0,5.987088360E-2,9.521655909E0"
"1.902807092E1,9.335323910E-1,9.130287493E0,3.359343068E-1,9.184034205E0"
"1.903808992E1,6.822532685E-1,8.931973327E0,4.694472901E-1,8.970284153E0"
"1.904810792E1,5.637673371E-1,8.812490737E0,9.596882292E-1,8.882501230E0"
"1.905812592E1,6.488674213E-1,8.379783331E0,1.698634858E0,8.574797839E0"
"1.906814492E1,8.568575598E-1,7.643237641E0,2.388789908E0,8.053546035E0"
"1.907816292E1,9.911644489E-1,6.758223546E0,2.913441857E0,7.425909770E0"
"1.908818092E1,9.517776042E-1,5.516704127E0,2.937009645E0,6.321861330E0"
"1.909819958E1,5.569608857E-1,3.237397485E0,6.285435230E-2,3.285559096E0"
"1.910821758E1,-2.841542155E-1,-1.160241952E0,-6.889873606E0,6.992657815E0"
"1.911823658E1,-1.043958520E0,-6.028369410E0,-9.815729102E0,1.156631423E1"
"1.912825458E1,-1.751629635E0,-9.984990792E0,-5.241951649E0,1.141255031E1"
"1.913827258E1,-2.058071537E0,-1.319466429E1,3.324434459E-1,1.335834356E1"
"1.914829158E1,-1.050049930E0,-1.561523966E1,4.065763171E0,1.616999520E1"
"1.915830958E1,2.533556881E-1,-2.001203476E1,1.774755227E0,2.009217461E1"
"1.916832758E1,1.591372365E0,-2.562128511E1,-6.392783092E0,2.645468564E1"
"1.917834658E1,2.020814686E0,-2.722029510E1,-1.075956911E1,2.933933341E1"
"1.918836458E1,4.495070422E-1,-2.057327625E1,-1.622470050E0,2.064204838E1"
"1.919838358E1,-2.954431241E-1,-1.369859371E1,3.620080500E0,1.417193491E1"
"1.920840158E1,-2.669525841E-1,-9.901132364E0,2.148013262E0,1.013497147E1"
"1.921841958E1,-5.395918412E-1,-8.091154241E0,1.326315887E0,8.216875935E0"
"1.922843858E1,-1.067813845E0,-9.133159645E0,7.134820779E-1,9.223008630E0"
"1.923845658E1,-1.460205869E0,-1.117527574E1,5.719186480E-1,1.128477204E1"
"1.924847458E1,-1.828202433E0,-1.220961778E1,9.285273206E-1,1.238059988E1"
"1.925849358E1,-1.895669946E0,-1.142044014E1,1.408976805E0,1.166212815E1"
"1.926851158E1,-1.693473082E0,-9.625537303E0,1.653764787E0,9.912303336E0"
"1.927853058E1,-1.596245434E0,-7.779387719E0,1.520067032E0,8.085633961E0"
"1.928854858E1,-1.684950473E0,-6.116065950E0,9.292000428E-1,6.411609277E0"
"1.929856658E1,-1.710137355E0,-4.408749146E0,-9.480310008E-2,4.729759659E0"
"1.930858558E1,-1.556028724E0,-2.898984616E0,-1.310417161E0,3.541543495E0"
"1.931860358E1,-1.202776353E0,-1.468273857E0,-2.157662337E0,2.873674622E0"
"1.932862158E1,-6.936635251E-1,-1.793376124E-1,-2.143733100E0,2.260292607E0"
"1.933864058E1,-3.094786526E-1,1.292076784E0,-1.699891863E0,2.157515191E0"
"1.934865858E1,1.173232126E-1,2.791218093E0,-6.806767130E-1,2.875410226E0"
"1.935867658E1,2.440605886E-1,4.240607198E0,1.988241164E-1,4.252275392E0"
"1.936869558E1,1.952997802E-1,5.432508314E0,7.521414558E-1,5.487805149E0"
"1.937871358E1,2.818688312E-1,6.428912453E0,1.022385730E0,6.515799103E0"
"1.938873258E1,6.455486879E-1,7.610181577E0,8.386450911E-1,7.683418662E0"
"1.939875058E1,1.038025935E0,8.917801430E0,4.341393169E-1,8.988501384E0"
"1.940876858E1,1.334003952E0,1.018121633E1,1.356706424E-1,1.026913526E1"
"1.941878758E1,1.479074249E0,1.116860757E1,-7.728729051E-2,1.126638492E1"
"1.942880558E1,1.527112634E0,1.178563851E1,-3.447704729E-1,1.188916376E1"
"1.943882358E1,1.502981760E0,1.220065283E1,-4.844628668E-1,1.230242204E1"
"1.944884258E1,1.584989544E0,1.232655859E1,-5.063817759E-1,1.243835443E1"
"1.945886058E1,1.832821148E0,1.222852300E1,-4.677035773E-1,1.237395469E1"
"1.946887958E1,2.151264898E0,1.207461961E1,-3.414457826E-1,1.226951362E1"
"1.947889758E1,2.512008283E0,1.188979263E1,-1.248543898E-1,1.215289854E1"
"1.948891558E1,2.866726697E0,1.171455040E1,-1.244310880E-1,1.206085802E1"
"1.949893458E1,3.209788102E0,1.152704306E1,-7.743958855E-1,1.199062761E1"
"1.950895258E1,3.591023639E0,1.113132573E1,-1.838475698E0,1.183984189E1"
"1.951897058E1,3.656254300E0,1.043592806E1,-2.139121985E0,1.126288741E1"
"1.952898958E1,3.105165626E0,9.876836014E0,-1.502562368E0,1.046191363E1"
"1.953900758E1,2.414496022E0,9.718960022E0,-4.316951808E-1,1.002368873E1"
"1.954902658E1,2.037998776E0,9.677703822E0,6.800511340E-1,9.913317297E0"
"1.955904458E1,1.981830130E0,9.508541535E0,1.556255157E0,9.836764859E0"
"1.956906258E1,2.023750281E0,9.137961379E0,2.076292484E0,9.586912633E0"
"1.957908158E1,1.972617403E0,8.577287657E0,2.357269907E0,9.111410670E0"
"1.958909958E1,1.863845305E0,7.711148373E0,2.646376129E0,8.362956127E0"
"1.959911758E1,1.688958009E0,5.833029723E0,2.197916908E0,6.458146300E0"
"1.960913658E1,1.301621925E0,2.039867839E0,-1.039738804E0,2.633692696E0"
"1.961915458E1,8.776879732E-1,-4.434159976E0,-7.560255711E0,8.808494610E0"
"1.962917358E1,1.286691499E-1,-1.171465098E1,-7.219711533E0,1.376131672E1"
"1.963919158E1,-2.905874683E-1,-1.834579114E1,-3.140895038E0,1.861498631E1"
"1.964920958E1,8.346637219E-2,-2.334808179E1,1.215850435E0,2.337986703E1"
"1.965922858E1,1.378195746E0,-2.753715338E1,3.330830144E0,2.777208435E1"
"1.966924658E1,4.064779961E0,-2.851863894E1,-1.398601505E0,2.884079210E1"
"1.967926458E1,6.435840234E0,-2.177214724E1,-8.150799934E0,2.412222989E1"
"1.968928358E1,4.569125116E0,-1.420604899E1,-6.001680379E0,1.608443035E1"
"1.969930158E1,9.352405820E-1,-1.081731153E1,1.412688763E-1,1.085858465E1"
"1.970932058E1,-2.100584741E0,-9.502828220E0,2.462251986E0,1.003886873E1"
"1.971933858E1,-4.357901174E0,-9.360399402E0,3.025750498E0,1.075934690E1"
"1.972935658E1,-5.445953987E0,-1.000589225E1,3.704719824E0,1.197920045E1"
"1.973937558E1,-6.078022796E0,-1.023475929E1,3.550928696E0,1.242182569E1"
"1.974939358E1,-6.532371333E0,-9.411040968E0,1.737797170E0,1.158704045E1"
"1.975941158E1,-6.778200558E0,-8.254476914E0,-1.575916712E-1,1.068200482E1"
"1.976943058E1,-6.767520618E0,-7.000615193E0,-8.527741568E-1,9.774209541E0"
"1.977944858E1,-6.422993901E0,-5.621766313E0,-9.725697184E-1,8.590983587E0"
"1.978946758E1,-5.555868777E0,-4.343257992E0,-1.456769460E0,7.200954459E0"
"1.979948558E1,-3.576483952E0,-3.649305761E0,-2.379712836E0,5.636639352E0"
"1.980950358E1,-1.152498046E0,-3.679337060E0,-2.812309585E0,4.772301138E0"
"1.981952258E1,4.716729596E-1,-3.461301990E0,-2.590498967E0,4.348996637E0"
"1.982954058E1,1.109873890E0,-2.617546433E0,-1.937429298E0,3.440494392E0"
"1.983955858E1,1.295064712E0,-8.282931805E-1,-1.023204340E0,1.846675207E0"
"1.984957758E1,1.459679473E0,1.317339095E0,-3.025575958E-2,1.966459221E0"
"1.985959558E1,1.873085806E0,3.334754795E0,9.950184218E-1,3.952100915E0"
"1.986961458E1,2.285729077E0,5.353720007E0,1.783963276E0,6.088464527E0"
"1.987963258E1,2.401239215E0,7.515452591E0,1.646365428E0,8.059683401E0"
"1.988965058E1,2.652867708E0,9.185122097E0,7.475735378E-1,9.589736242E0"
"1.989966958E1,3.001413217E0,1.045895908E1,1.171934410E-1,1.088172967E1"
"1.990968758E1,3.260362424E0,1.159921525E1,-1.643149825E-1,1.204984468E1"
"1.991970558E1,3.377268146E0,1.240653095E1,-2.184531279E-1,1.285984729E1"
"1.992972458E1,3.389447896E0,1.277962775E1,5.625257174E-2,1.322158867E1"
"1.993974258E1,3.382013454E0,1.275925839E1,4.186968935E-1,1.320651342E1"
"1.994976158E1,3.422930807E0,1.259542526E1,5.264061141E-1,1.306285942E1"
"1.995977958E1,3.505853388E0,1.252528323E1,3.796983039E-1,1.301222113E1"
"1.996979758E1,3.545395184E0,1.256351466E1,7.211964922E-3,1.305418629E1"
"1.997981658E1,3.690043897E0,1.254126250E1,-7.659162533E-1,1.309527841E1"
"1.998983458E1,4.086169076E0,1.217150797E1,-1.952661295E0,1.298673439E1"
"1.999985258E1,4.311412009E0,1.136793097E1,-2.604326463E0,1.243385075E1"
"2.000987158E1,3.837866771E0,1.038515318E1,-2.480281291E0,1.134603117E1"
"2.001988958E1,2.942750148E0,9.533124399E0,-2.038029474E0,1.018301544E1"
"2.002990858E1,2.074322703E0,9.046420879E0,-1.584842194E0,9.415533451E0"
"2.003992658E1,1.340136365E0,8.840162101E0,-1.098524591E0,9.008395402E0"
"2.004994458E1,7.829350130E-1,8.672406653E0,-6.047027437E-1,8.728647650E0"
"2.005996358E1,3.394750151E-1,8.446839200E0,-3.760964922E-1,8.462020109E0"
"2.006998158E1,-2.766727030E-2,8.140347451E0,1.485356498E-1,8.141749501E0"
"2.007999958E1,-1.962913218E-1,7.607276680E0,9.201167587E-1,7.665233436E0"
"2.009001929E1,-1.898795575E-1,6.604207885E0,1.725285590E0,6.828486392E0"
"2.010003729E1,-3.227388221E-1,4.828447668E0,2.586408255E0,5.487036987E0"
"2.011005629E1,-7.531089507E-1,1.665567099E0,2.246320159E0,2.896073396E0"
"2.012007429E1,-1.556005773E0,-3.686577668E0,-6.434135040E-1,4.052898938E0"
"2.013009229E1,-2.407718807E0,-1.013242015E1,-1.788898326E0,1.056708120E1"
"2.014011129E1,-2.701389365E0,-1.797324398E1,9.215460375E-2,1.817535408E1"
