"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
"2.151142435E2,4.932179613E0,9.840721271E0,1.068821905E0,1.105932055E1"
"2.151242635E2,5.321312984E0,1.103446309E1,6.906216574E-1,1.226999209E1"
"2.151342835E2,5.668384409E0,1.166962976E1,2.223380728E-1,1.297537185E1"
"2.151443035E2,5.845583110E0,1.173170380E1,-3.705262701E-2,1.310744402E1"
"2.151543235E2,5.774403200E0,1.150775544E1,-7.222363373E-2,1.287545664E1"
"2.151643425E2,5.526012894E0,1.156290754E1,-3.940438628E-1,1.282158024E1"
"2.151743625E2,5.199310244E0,1.162782333E1,-1.193592131E0,1.279311395E1"
"2.151843825E2,4.876840102E0,1.143661587E1,-2.118218189E0,1.261216081E1"
"2.151944025E2,4.515973633E0,1.120991698E1,-2.623878382E0,1.236693149E1"
"2.152044225E2,4.069602745E0,1.109534781E1,-2.455503130E0,1.207053873E1"
"2.152144415E2,3.421806680E0,1.096459822E1,-1.764351715E0,1.162084816E1"
"2.152244615E2,2.330109883E0,1.051412639E1,-6.247071648E-1,1.078733168E1"
"2.152344815E2,1.132082346E0,9.908457756E0,5.038393700E-1,9.985639672E0"
"2.152445015E2,4.441849065E-1,9.451142342E0,1.078154061E0,9.522804628E0"
"2.152545205E2,5.087840679E-1,9.247868568E0,1.036912479E0,9.319716828E0"
"2.152645405E2,1.325038708E0,9.166782305E0,6.615305901E-1,9.285647426E0"
"2.152745569E2,2.147370653E0,8.789688935E0,2.500866560E-1,9.051650437E0"
"2.152845769E2,2.654702857E0,8.194014950E0,-1.396572010E-1,8.614454852E0"
"2.152945969E2,3.033179970E0,7.414598646E0,-1.919733723E-1,8.013320634E0"
"2.153046159E2,3.167429995E0,6.102578178E0,1.731617101E-1,6.877794572E0"
"2.153146359E2,2.792244279E0,3.974432001E0,-8.092721149E-1,4.924191223E0"
"2.153246559E2,1.898739442E0,1.717210293E-2,-5.820379272E0,6.122280720E0"
"2.153346759E2,-1.406147191E-1,-8.006268457E0,-9.237565774E0,1.222508603E1"
"2.153446959E2,-1.305881183E0,-1.169259411E1,2.905610096E0,1.211877274E1"
"2.153547149E2,-2.439252256E0,-1.938623533E1,6.657341534E0,2.064209942E1"
"2.153647349E2,-4.636803128E0,-3.261999060E1,2.778637809E0,3.306485382E1"
"2.153747549E2,-5.865950131E0,-3.844261988E1,-6.127105494E0,3.936731913E1"
"2.153847749E2,-3.791045484E0,-3.140485031E1,-1.121836504E1,3.356319953E1"
"2.153947949E2,-9.088151872E-1,-1.876355598E1,-3.679727654E0,1.914255401E1"
"2.154048139E2,-1.431749225E-1,-1.055584042E1,1.432786813E0,1.065359771E1"
"2.154148339E2,-1.204790719E0,-7.055407112E0,1.325823405E0,7.279292403E0"
"2.154248539E2,-4.248966670E0,-6.441123194E0,5.836843423E-1,7.738376649E0"
"2.154348739E2,-7.142531794E0,-6.982971219E0,1.018221270E0,1.004063853E1"
"2.154448939E2,-8.436932847E0,-7.682767158E0,3.235616423E0,1.186068972E1"
"2.154549129E2,-8.712651284E0,-7.225045947E0,5.172445797E0,1.244450790E1"
"2.154649329E2,-8.361803727E0,-5.852407980E0,5.618824579E0,1.165082102E1"
"2.154749529E2,-7.742749066E0,-5.062358513E0,4.599570690E0,1.033119971E1"
"2.154849729E2,-7.081649415E0,-4.993994038E0,2.944411050E0,9.152010234E0"
"2.154949929E2,-6.494980143E0,-3.915092703E0,9.603177550E-1,7.644274205E0"
"2.155050119E2,-4.975713302E0,-1.991590303E0,-8.183224352E-1,5.421605520E0"
"2.155150319E2,-2.906531033E0,-2.240571177E-1,-1.641730925E0,3.345654595E0"
"2.155250519E2,-1.018144964E0,9.558957982E-1,-1.921390386E0,2.375309866E0"
"2.155350719E2,6.775893831E-1,2.038639339E0,-1.832716191E0,2.823831858E0"
"2.155450909E2,1.992882830E0,3.061983939E0,-1.410647793E0,3.916280737E0"
"2.155551109E2,2.736596913E0,4.102341013E0,-5.464503328E-1,4.961529242E0"
"2.155651309E2,3.165096663E0,5.355788752E0,-4.746422488E-2,6.221299132E0"
"2.155751509E2,3.614710709E0,7.030312032E0,-4.497678280E-3,7.905152813E0"
"2.155851709E2,4.165068188E0,8.549271893E0,-2.257376258E-1,9.512560138E0"
"2.155951899E2,4.750737002E0,9.554909370E0,-4.942440526E-1,1.068223162E1"
"2.156052099E2,5.375107952E0,9.983574597E0,-6.200726616E-1,1.135552893E1"
"2.156152299E2,5.894047172E0,1.018376806E1,-5.457487035E-1,1.177908169E1"
"2.156252499E2,6.386027804E0,1.029114399E1,-4.845342028E-1,1.212121153E1"
"2.156352699E2,6.823208331E0,1.028244099E1,-6.489462125E-1,1.235742270E1"
"2.156452889E2,7.130205279E0,1.025585721E1,-1.060394897E0,1.253582354E1"
"2.156553089E2,7.381603392E0,1.024076905E1,-1.550349469E0,1.271868716E1"
"2.156653289E2,7.510746167E0,1.018687995E1,-1.704953359E0,1.277069681E1"
"2.156753489E2,7.484623146E0,9.993464577E0,-1.494441901E0,1.257466797E1"
"2.156853689E2,7.293354875E0,9.666836772E0,-1.249173424E0,1.217379122E1"
"2.156953879E2,6.838043302E0,9.212601671E0,-1.225804442E0,1.153834747E1"
"2.157054079E2,6.211063909E0,8.607715398E0,-1.318834813E0,1.069623319E1"
"2.157154279E2,5.426402067E0,8.101800267E0,-1.153334051E0,9.819123504E0"
"2.157254479E2,4.458032111E0,7.833161638E0,-9.166761839E-1,9.059402120E0"
"2.157354679E2,3.466742532E0,7.918325164E0,-7.655221510E-1,8.677799338E0"
"2.157454869E2,2.700461997E0,8.226544765E0,-5.463544750E-1,8.675657726E0"
"2.157555069E2,2.343666067E0,8.428176057E0,3.506695826E-2,8.748037035E0"
"2.157655269E2,2.330291146E0,8.111130669E0,5.711981980E-1,8.458543901E0"
"2.157755469E2,2.249426493E0,7.304109074E0,3.650394074E-1,7.651351690E0"
"2.157855669E2,1.550872503E0,6.200572250E0,-1.216888608E0,6.506390676E0"
"2.157955859E2,-1.693061292E-1,4.064460411E0,-5.026742538E0,6.466578968E0"
"2.158056059E2,-2.608869165E0,-1.662494972E0,-7.718070892E0,8.314968800E0"
"2.158156259E2,-2.435905602E0,-6.758229393E0,2.860498828E0,7.732383473E0"
"2.158256459E2,-3.745759384E0,-1.205807199E1,9.234525222E0,1.564302622E1"
"2.158356659E2,-9.359910575E0,-2.588221360E1,6.454275920E0,2.826932232E1"
"2.158456849E2,-1.472922978E1,-4.093765720E1,1.498509809E-2,4.350680650E1"
"2.158557049E2,-1.323544979E1,-4.809932693E1,-1.088772604E1,5.106138425E1"
"2.158657249E2,-5.456274907E0,-3.519892611E1,-1.140568878E1,3.740086993E1"
"2.158757449E2,-1.090120095E0,-1.535955612E1,-2.780890448E-1,1.540070322E1"
"2.158857649E2,-2.885755876E-1,-6.739908897E0,1.089622790E0,6.833514881E0"
"2.158957839E2,-1.003042775E0,-3.232162473E0,-7.094849212E-1,3.457793793E0"
"2.159058039E2,-2.724228882E0,-1.353088971E0,-1.536064721E0,3.407604378E0"
"2.159158239E2,-4.060402151E0,-1.157784367E0,-3.561726165E-1,4.237238393E0"
"2.159258439E2,-4.624221382E0,-2.580102618E0,1.036968466E0,5.395892559E0"
"2.159358639E2,-4.627954537E0,-4.362320500E0,1.848789017E0,6.623127975E0"
"2.159458829E2,-4.091979747E0,-5.239563646E0,2.180114475E0,6.996443709E0"
"2.159559029E2,-3.315427993E0,-5.258320929E0,1.555935022E0,6.408036795E0"
"2.159659229E2,-2.073156037E0,-4.538828645E0,6.229250065E-1,5.028615812E0"
"2.159759429E2,-6.999950364E-1,-3.259542060E0,1.607178120E-1,3.337729424E0"
"2.159859629E2,3.738183439E-1,-2.240062469E0,3.288275278E-1,2.294721674E0"
"2.159959819E2,1.178560986E0,-1.226752276E0,5.624764180E-1,1.791732922E0"
"2.160060019E2,1.622885349E0,2.891641098E-1,7.665150813E-1,1.817943373E0"
"2.160160219E2,1.962947717E0,1.740004494E0,1.013531876E0,2.812121306E0"
"2.160260419E2,2.494224561E0,2.948562573E0,1.022945820E0,3.995196561E0"
"2.160360609E2,3.015638615E0,4.396279374E0,6.068135520E-1,5.365591420E0"
"2.160460809E2,3.374254491E0,6.209765827E0,1.670806789E-1,7.069278672E0"
"2.160561009E2,3.808480420E0,8.018132458E0,-2.124644279E-1,8.879195479E0"
"2.160661209E2,4.312699274E0,9.751481650E0,-6.441690373E-1,1.068202805E1"
"2.160761409E2,4.865567547E0,1.112587144E1,-1.181247489E0,1.220057821E1"
"2.160861599E2,5.448303398E0,1.180031736E1,-1.399941541E0,1.307254130E1"
"2.160961799E2,6.091232241E0,1.174427882E1,-1.171038251E0,1.328166126E1"
"2.161061999E2,6.708710493E0,1.132966562E1,-8.423107105E-1,1.319384731E1"
"2.161162199E2,7.068156381E0,1.089104492E1,-4.861228913E-1,1.299269062E1"
"2.161262399E2,6.984179839E0,1.059549273E1,-4.410531378E-1,1.269794322E1"
"2.161362589E2,6.468698663E0,1.047710182E1,-6.141891932E-1,1.232846111E1"
"2.161462789E2,5.875095177E0,1.054534584E1,-8.164239174E-1,1.209907477E1"
"2.161562989E2,5.413714194E0,1.059231886E1,-1.168804615E0,1.195289189E1"
"2.161663189E2,5.021491739E0,1.043145027E1,-1.482542818E0,1.167169513E1"
"2.161763389E2,4.678066637E0,9.874024673E0,-1.824809586E0,1.107748170E1"
"2.161863579E2,4.203330906E0,8.851322681E0,-1.944169968E0,9.989679713E0"
"2.161963779E2,3.326141261E0,8.029746197E0,-1.398201410E0,8.803124835E0"
"2.162063979E2,2.325368668E0,7.984170075E0,-1.606557584E-1,8.317458837E0"
"2.162164179E2,2.080833139E0,8.258742458E0,4.116919291E-1,8.526792116E0"
"2.162264379E2,2.336052700E0,8.205008301E0,3.210940003E-1,8.537119232E0"
"2.162364569E2,2.490221265E0,7.839881258E0,-1.309027680E-1,8.226911670E0"
"2.162464769E2,2.240742500E0,7.046693591E0,-7.802676594E-1,7.435431066E0"
"2.162564969E2,1.536820766E0,5.624833177E0,-1.995479286E0,6.162994720E0"
"2.162665169E2,1.506447405E-1,2.621312039E0,-5.999796406E0,6.549162356E0"
"2.162765372E2,-2.384829296E0,-4.951264340E0,-9.985809402E0,1.139819366E1"
"2.162865562E2,-4.501919558E0,-1.377130851E1,-1.618344401E0,1.457858897E1"
"2.162965762E2,-8.120796701E0,-2.446399015E1,7.466265228E0,2.683615601E1"
"2.163065962E2,-1.430436174E1,-3.847539703E1,8.523292129E0,4.192394841E1"
"2.163166162E2,-1.616923060E1,-4.703096579E1,-1.158073731E0,4.974632545E1"
"2.163266362E2,-9.167476369E0,-3.726339085E1,-1.052243645E1,3.979101141E1"
"2.163366552E2,-1.462668132E0,-1.711489143E1,-7.893968003E0,1.890432854E1"
"2.163466752E2,8.569430754E-1,-7.796343475E0,-4.415582641E-1,7.855717454E0"
"2.163566952E2,9.847135082E-1,-4.528070937E0,1.640127618E0,4.915598205E0"
"2.163667152E2,2.508128071E-1,-2.867311419E0,4.820819537E-1,2.918353105E0"
"2.163767352E2,-1.522332828E0,-2.913295677E0,2.388868991E-1,3.295732982E0"
"2.163867542E2,-3.340992312E0,-3.839026859E0,1.344774231E0,5.263912479E0"
"2.163967742E2,-4.472681433E0,-4.688869953E0,2.557692579E0,6.966503568E0"
"2.164067942E2,-4.680939374E0,-4.673518088E0,2.967912179E0,7.249928789E0"
"2.164168142E2,-4.091399703E0,-4.045332415E0,2.590578489E0,6.309941583E0"
"2.164268342E2,-3.025972107E0,-3.606703532E0,1.924594660E0,5.086146102E0"
"2.164368532E2,-1.781006339E0,-2.684923314E0,1.639859816E0,3.615236783E0"
"2.164468732E2,-8.640787250E-1,-1.044669980E0,1.542425323E0,2.053544080E0"
"2.164568932E2,-8.231447071E-2,4.693150699E-2,7.033510458E-1,7.097048204E-1"
"2.164669132E2,7.537172073E-1,1.268532386E0,-7.607589360E-1,1.660125959E0"
"2.164769332E2,1.443089607E0,2.938455076E0,-1.483135725E0,3.593983504E0"
"2.164869522E2,1.872329323E0,4.492239785E0,-1.282524773E0,5.032961868E0"
"2.164969722E2,2.268858252E0,5.682051106E0,-4.191471291E-1,6.132626424E0"
"2.165069922E2,2.847018949E0,6.702995424E0,2.141098344E-1,7.285705702E0"
"2.165170122E2,3.598464221E0,7.982091390E0,5.040428531E-1,8.770221599E0"
"2.165270322E2,4.300496427E0,9.426648940E0,5.244274163E-1,1.037453632E1"
"2.165370512E2,4.932762580E0,1.063167881E1,1.731179291E-1,1.172154899E1"
"2.165470712E2,5.514694439E0,1.151128949E1,-1.406916100E-1,1.276485153E1"
"2.165570912E2,6.190158359E0,1.207689300E1,-4.039794882E-1,1.357691440E1"
"2.165671112E2,6.798458821E0,1.220881554E1,-6.754107106E-1,1.399036808E1"
"2.165771312E2,7.428620853E0,1.191042043E1,-1.024167888E0,1.407449617E1"
"2.165871502E2,7.870121303E0,1.149670654E1,-1.593752182E0,1.402330619E1"
"2.165971702E2,8.081280048E0,1.091034541E1,-2.315716084E0,1.377335345E1"
"2.166071902E2,7.856441742E0,1.028083418E1,-2.731008729E0,1.322413086E1"
"2.166172102E2,7.315611717E0,9.677625470E0,-2.751269916E0,1.243961799E1"
"2.166272302E2,6.533889270E0,8.922509608E0,-2.781139247E0,1.140340397E1"
"2.166372492E2,5.581978934E0,8.011536214E0,-2.893725046E0,1.018414680E1"
"2.166472692E2,4.427633314E0,7.172256700E0,-2.896447510E0,8.912609669E0"
"2.166572892E2,3.056879320E0,6.695318615E0,-2.388519766E0,7.738011967E0"
"2.166673092E2,1.690076289E0,6.629081941E0,-1.531270005E0,7.010411761E0"
"2.166773292E2,8.159330437E-1,7.014488881E0,-4.911485732E-1,7.078843685E0"
"2.166873482E2,4.720331481E-1,7.046599451E0,1.689108574E-1,7.064411510E0"
"2.166973682E2,3.014035016E-2,6.178413641E0,-1.982861360E-1,6.181668137E0"
"2.167073882E2,-8.970181373E-1,4.716201008E0,-1.678139198E0,5.085601700E0"
"2.167174082E2,-2.538981197E0,1.784987708E0,-3.717278473E0,4.842599084E0"
"2.167274282E2,-3.848352583E0,-2.825497980E0,-3.012611804E0,5.645271146E0"
"2.167374472E2,-5.708211549E0,-8.600568346E0,3.643187234E0,1.094651854E1"
"2.167474672E2,-9.966718243E0,-1.763416043E1,7.838334085E0,2.171954346E1"
"2.167574872E2,-1.477055323E1,-3.009477229E1,3.942558829E0,3.375512304E1"
"2.167675072E2,-1.306750606E1,-4.141660030E1,-9.009968752E0,4.435396298E1"
"2.167775272E2,-2.601655162E0,-4.005987319E1,-9.298040017E0,4.120698482E1"
"2.167875462E2,4.676538175E0,-2.466130094E1,-5.158214112E-1,2.510609179E1"
"2.167975662E2,4.383632139E0,-1.371929870E1,-1.787493825E0,1.451311550E1"
"2.168075862E2,9.321850464E-1,-8.027330713E0,-1.354916811E0,8.194071448E0"
"2.168176062E2,-3.813670993E0,-5.683391873E0,8.079776144E-1,6.891868937E0"
"2.168276262E2,-6.601304158E0,-5.543357490E0,2.745540229E0,9.046768484E0"
"2.168376452E2,-6.978271812E0,-5.762208247E0,4.054708425E0,9.916651742E0"
"2.168476652E2,-6.141344633E0,-5.398604404E0,4.859596370E0,9.511925162E0"
"2.168576852E2,-4.939739478E0,-4.836096411E0,4.710659602E0,8.365355252E0"
"2.168677052E2,-3.762150591E0,-4.160358256E0,3.902493707E0,6.833140934E0"
"2.168777252E2,-2.823379533E0,-3.054666733E0,2.666484704E0,4.940911001E0"
"2.168877442E2,-1.892009589E0,-1.714475550E0,9.600158194E-1,2.727775113E0"
"2.168977642E2,-7.803620920E-1,-3.135125005E-1,-8.637191212E-1,1.205514746E0"
"2.169077842E2,1.109672892E-1,8.846772963E-1,-1.988160911E0,2.178933561E0"
"2.169178042E2,4.417472023E-1,1.828165303E0,-1.706506380E0,2.539585200E0"
"2.169278242E2,6.615036929E-1,2.916294129E0,-8.198533094E-1,3.100728629E0"
"2.169378432E2,7.872811022E-1,4.078727617E0,5.063813008E-2,4.154322415E0"
"2.169478632E2,9.774220303E-1,5.091775271E0,7.637269827E-1,5.240687754E0"
"2.169578832E2,1.373025930E0,6.174249839E0,1.022064060E0,6.407119183E0"
"2.169679032E2,2.017917099E0,7.481544587E0,1.053504539E0,7.820189936E0"
"2.169779232E2,2.845775246E0,8.910148010E0,6.801235664E-1,9.378259027E0"
"2.169879422E2,3.850689423E0,1.026406319E1,-2.050501585E-1,1.096452679E1"
"2.169979622E2,4.890164444E0,1.124306836E1,-1.142720186E0,1.231365518E1"
"2.170079822E2,5.961004808E0,1.165507837E1,-1.565510715E0,1.318428057E1"
"2.170180022E2,6.941284665E0,1.143025644E1,-1.873265462E0,1.350338175E1"
"2.170280222E2,7.621828061E0,1.078136870E1,-2.206694164E0,1.338654822E1"
"2.170380412E2,7.778487833E0,1.032997535E1,-2.352595058E0,1.314336209E1"
"2.170480612E2,7.611562690E0,1.007029933E1,-2.122442218E0,1.280045218E1"
"2.170580812E2,7.210112159E0,9.926170142E0,-1.594691244E0,1.237164545E1"
"2.170681012E2,6.733930703E0,9.897273202E0,-9.173684943E-1,1.200597370E1"
"2.170781212E2,6.365881222E0,9.722810413E0,-9.416472117E-2,1.162180507E1"
"2.170881402E2,5.942586079E0,9.200863386E0,6.154755807E-1,1.097037039E1"
"2.170981602E2,5.210597709E0,8.480323865E0,1.004824129E0,1.000379392E1"
"2.171081802E2,4.268981689E0,8.061400684E0,1.071310480E0,9.184666123E0"
"2.171182002E2,3.681265765E0,7.865162864E0,8.183786416E-1,8.722513864E0"
"2.171282202E2,3.423793271E0,7.477173209E0,1.893574011E-1,8.225955007E0"
"2.171382392E2,3.214927512E0,6.947041249E0,-6.975576246E-1,7.686594022E0"
"2.171482592E2,2.947267123E0,6.450085806E0,-1.607331755E0,7.271417040E0"
"2.171582792E2,2.402930229E0,5.580839896E0,-3.116529690E0,6.828806993E0"
"2.171682992E2,1.264965877E0,3.959309347E0,-5.389224300E0,6.805880379E0"
"2.171783192E2,-6.670702422E-1,1.115545251E0,-8.165567662E0,8.268368591E0"
"2.171883382E2,-2.546360090E0,-3.637741722E0,-5.956813524E0,7.429720177E0"
"2.171983582E2,-1.849263811E0,-5.422195580E0,4.828281022E0,7.492147835E0"
"2.172083782E2,-3.293985961E0,-9.722383566E0,7.500564995E0,1.271351883E1"
"2.172183982E2,-7.391957642E0,-2.076438430E1,4.374125444E0,2.247072911E1"
"2.172284182E2,-1.130591072E1,-3.611419546E1,-5.666519147E0,3.826445047E1"
"2.172384372E2,-1.177123331E1,-4.331624840E1,-8.309647733E0,4.564985821E1"
"2.172484572E2,-7.758215536E0,-3.306059935E1,2.711293087E0,3.406676163E1"
"2.172584772E2,-3.494546919E0,-1.822259030E1,9.350282550E-2,1.855487532E1"
"2.172684972E2,-2.115740724E0,-9.816532509E0,-3.912934495E0,1.077737100E1"
"2.172785178E2,-3.214032011E0,-5.316083234E0,-4.628358580E0,7.746770028E0"
"2.172885368E2,-4.902202400E0,-4.403818774E0,-1.582990966E0,6.777246385E0"
"2.172985568E2,-6.054609375E0,-4.684389231E0,1.684119876E0,7.838243229E0"
"2.173085768E2,-6.542446085E0,-4.642994453E0,2.878446271E0,8.523288755E0"
"2.173185968E2,-6.773412858E0,-4.564758707E0,3.248286170E0,8.790193788E0"
"2.173286168E2,-6.000196356E0,-4.307836729E0,2.913772810E0,7.940395807E0"
"2.173386358E2,-4.749521366E0,-3.795035917E0,2.351546652E0,6.518437119E0"
"2.173486558E2,-3.494928743E0,-2.833318630E0,1.586175359E0,4.770552761E0"
"2.173586758E2,-1.912534193E0,-1.431955047E0,4.938078868E-1,2.439698449E0"
"2.173686958E2,-3.424568027E-2,-2.746741247E-1,-1.552259608E-1,3.173542820E-1"
"2.173787158E2,1.741113126E0,9.841314179E-1,-1.640598612E-1,2.006715028E0"
"2.173887348E2,3.048094755E0,2.444279984E0,-3.762215495E-1,3.925166102E0"
"2.173987548E2,3.844224156E0,3.767581485E0,-2.301931127E-1,5.387552179E0"
"2.174087748E2,4.364914617E0,4.872611688E0,8.811753988E-2,6.542368759E0"
"2.174187948E2,4.565389329E0,6.318903522E0,2.241351049E-2,7.795628507E0"
"2.174288148E2,4.692413365E0,7.913626342E0,-1.062638620E-1,9.200843281E0"
"2.174388338E2,5.040015718E0,9.378008292E0,-3.597066736E-1,1.065261409E1"
"2.174488538E2,5.525969625E0,1.063720794E1,-7.770247936E-1,1.201208976E1"
"2.174588738E2,6.148732005E0,1.149702697E1,-9.643602276E-1,1.307358118E1"
"2.174688938E2,6.823987180E0,1.186842339E1,-8.628823847E-1,1.371753771E1"
"2.174789138E2,7.519791809E0,1.189159942E1,-8.495846468E-1,1.409536093E1"
"2.174889338E2,8.294719791E0,1.145538076E1,-1.293864278E0,1.420219031E1"
"2.174989528E2,8.837680542E0,1.063796223E1,-2.182604805E0,1.400123571E1"
"2.175089728E2,8.710624639E0,9.870394721E0,-2.892994729E0,1.347846772E1"
"2.175189928E2,7.652371577E0,9.420471357E0,-3.165886037E0,1.254300226E1"
"2.175290128E2,6.163954062E0,9.179971869E0,-2.906888298E0,1.143311912E1"
"2.175390328E2,4.913526995E0,8.623754895E0,-2.387933875E0,1.020853193E1"
"2.175490518E2,3.825917109E0,7.619116123E0,-1.940524814E0,8.743809740E0"
"2.175590718E2,2.617527722E0,6.694995264E0,-1.412322435E0,7.325917527E0"
"2.175690918E2,1.361910373E0,6.551054356E0,-5.705502899E-1,6.715403240E0"
"2.175791118E2,6.730080897E-1,7.117718550E0,2.421180340E-1,7.153564034E0"
"2.175891318E2,7.650909188E-1,7.739390425E0,7.035556984E-1,7.808874367E0"
"2.175991508E2,1.193790059E0,7.979717420E0,1.065636415E0,8.138587456E0"
"2.176091708E2,1.242831827E0,7.735679197E0,1.153426364E0,7.919328000E0"
"2.176191908E2,6.649591050E-1,7.006016850E0,1.117671956E0,7.125702304E0"
"2.176292108E2,8.683115244E-5,5.814173037E0,1.824109089E0,6.093601733E0"
"2.176392308E2,-1.060294033E0,3.888736378E0,2.760000686E0,4.885089338E0"
"2.176492498E2,-3.154254171E0,-6.205416083E-2,2.083879977E0,3.780968904E0"
"2.176592698E2,-5.473204350E0,-6.618049414E0,3.799405248E-1,8.596446866E0"
"2.176692898E2,-8.427379081E0,-1.753930339E1,-3.138707010E0,1.971038720E1"
"2.176793098E2,-1.117726964E1,-2.900673175E1,-5.963860588E0,3.165263775E1"
"2.176893298E2,-1.209450949E1,-3.515912295E1,8.442235541E-1,3.719077573E1"
"2.176993488E2,-5.990761288E0,-3.548938538E1,1.019496036E0,3.600590323E1"
"2.177093688E2,2.298428206E0,-2.638937068E1,-5.183707534E0,2.699171133E1"
"2.177193888E2,3.789928081E0,-1.555871463E1,-3.758746927E0,1.644887030E1"
"2.177294088E2,1.597360791E0,-9.399092183E0,-6.989211953E-1,9.559444868E0"
"2.177394288E2,-1.607311290E0,-6.688637586E0,-5.765471578E-2,6.879291127E0"
"2.177494478E2,-4.548920939E0,-7.257115002E0,1.154439175E0,8.642403003E0"
"2.177594678E2,-5.925902803E0,-8.312243312E0,1.821474334E0,1.036954588E1"
"2.177694878E2,-5.851880561E0,-8.396901639E0,1.939528595E0,1.041701658E1"
"2.177795078E2,-5.505790299E0,-7.550498462E0,2.057267837E0,9.568495430E0"
"2.177895278E2,-5.221273556E0,-6.220746313E0,1.931969168E0,8.348166691E0"
"2.177995468E2,-4.527873009E0,-4.651247798E0,1.649731378E0,6.697563264E0"
"2.178095668E2,-3.437051540E0,-3.017624037E0,1.419740213E0,4.789054227E0"
"2.178195868E2,-1.944209729E0,-1.586753064E0,1.537656187E0,2.943148537E0"
"2.178296068E2,-2.868930513E-1,-6.721023560E-2,1.628834160E0,1.655272050E0"
"2.178396268E2,1.266135612E0,1.522598584E0,1.167637437E0,2.298865594E0"
"2.178496468E2,2.900015481E0,2.713158349E0,6.544215453E-1,4.024870876E0"
"2.178596658E2,4.134102504E0,4.163519846E0,1.212313819E0,5.991277477E0"
"2.178696858E2,4.905178340E0,5.752416499E0,1.838635912E0,7.780209004E0"
"2.178797058E2,5.311040010E0,6.823590739E0,1.574090334E0,8.788987254E0"
"2.178897258E2,5.419012356E0,7.879830605E0,8.240084139E-1,9.598771543E0"
"2.178997448E2,5.362221859E0,8.902645447E0,2.451070940E-1,1.039570088E1"
"2.179097648E2,5.427136477E0,9.776819390E0,2.123237293E-2,1.118214910E1"
"2.179197848E2,5.553005980E0,1.062530301E1,-3.207022369E-1,1.199315594E1"
"2.179298048E2,5.699683385E0,1.129888588E1,-9.144741225E-1,1.268808400E1"
"2.179398248E2,5.920415191E0,1.183066441E1,-1.555776855E0,1.332052469E1"
"2.179498448E2,6.272538611E0,1.185034614E1,-1.998382428E0,1.355614166E1"
"2.179598638E2,6.592518132E0,1.122293288E1,-2.220245671E0,1.320397700E1"
"2.179698838E2,6.643010008E0,1.024946153E1,-2.343348856E0,1.243673299E1"
"2.179799038E2,6.261149404E0,9.208383490E0,-2.345659091E0,1.137973791E1"
"2.179899238E2,5.462581129E0,8.365495074E0,-2.032374047E0,1.019567775E1"
"2.179999438E2,4.519015062E0,7.721317851E0,-1.427308264E0,9.059660886E0"
"2.180099628E2,3.719594555E0,7.148032270E0,-7.627716208E-1,8.093921765E0"
"2.180199828E2,3.110053606E0,6.696279312E0,-3.114414167E-1,7.389829891E0"
"2.180300028E2,2.754783800E0,6.358489757E0,-3.422047877E-1,6.938035017E0"
"2.180400228E2,2.759042035E0,6.296325669E0,-9.274303830E-1,6.936581074E0"
"2.180500428E2,2.643968831E0,7.024653096E0,-1.244917821E0,7.608294334E0"
"2.180600618E2,2.197905214E0,8.229975911E0,-8.253169477E-1,8.558296495E0"
"2.180700818E2,1.702119506E0,8.684105178E0,-1.211872866E0,8.931938725E0"
"2.180801018E2,1.311153618E0,8.066094244E0,-7.271012664E-1,8.204247462E0"
"2.180901218E2,1.157254609E0,6.815247931E0,6.946011993E-1,6.947612066E0"
"2.181001418E2,5.965001965E-1,5.707194133E0,1.241310089E0,5.871007418E0"
"2.181101608E2,-3.314362630E-1,3.964582366E0,1.784711720E0,4.360385219E0"
"2.181201808E2,-1.372024010E0,7.472057480E-1,3.045110629E0,3.422493982E0"
"2.181302008E2,-3.816764170E0,-5.233398342E0,4.368512409E0,7.812813040E0"
"2.181402208E2,-9.195137208E0,-1.751890246E1,3.425051007E0,2.007967794E1"
"2.181502408E2,-1.573041461E1,-3.453835447E1,-1.690501381E0,3.798949418E1"
"2.181602598E2,-1.723974586E1,-4.617375462E1,-7.317012709E0,4.982733314E1"
"2.181702798E2,-9.224185005E0,-4.280010766E1,-4.400488200E0,4.400339874E1"
"2.181802998E2,6.551758361E-1,-2.587769721E1,-5.264423668E0,2.641587827E1"
"2.181903198E2,3.096045139E0,-1.373372027E1,-4.820962647E0,1.488093575E1"
"2.182003398E2,1.965186323E0,-7.606399598E0,-4.089139169E0,8.856654632E0"
"2.182103588E2,-9.218726045E-1,-4.644549812E0,-2.454219081E0,5.333374481E0"
"2.182203788E2,-3.497190446E0,-4.701981164E0,1.952478862E-1,5.863197900E0"
"2.182303988E2,-4.552861378E0,-6.127106078E0,2.142468932E0,7.928439237E0"
"2.182404188E2,-4.778671198E0,-7.048175275E0,2.525400746E0,8.882011149E0"
"2.182504388E2,-4.245680535E0,-6.742291052E0,1.670736623E0,8.140985978E0"
"2.182604588E2,-3.518733342E0,-5.565200348E0,5.979467976E-1,6.611390143E0"
"2.182704778E2,-2.709410284E0,-4.092779061E0,1.961928693E-1,4.912253675E0"
