"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.192628417E0,-9.976447718E-1,-1.032138666E0,1.407488191E1,1.414789406E1
1.202551417E0,-1.823474520E0,-1.342804742E0,1.646901735E1,1.662398016E1
1.212474417E0,-2.221922067E0,-1.365712233E0,1.821248281E1,1.839827811E1
1.222397417E0,-1.918210377E0,-1.002903319E0,1.887673937E1,1.900043777E1
1.232320417E0,-1.016090398E0,-5.781082182E-1,1.798129092E1,1.801925281E1
1.242244417E0,-2.451561010E-1,8.260361552E-3,1.565806467E1,1.565998592E1
1.252167417E0,1.171199853E-1,3.277517863E-1,1.272737119E1,1.273212927E1
1.262090417E0,8.853806432E-2,4.144863135E-1,1.023378982E1,1.024256276E1
1.272013417E0,-7.765032951E-2,2.953908098E-1,8.415140859E0,8.420681741E0
1.281937417E0,-1.595081327E-1,-2.075046004E-1,7.093477163E0,7.098303971E0
1.291860417E0,-1.732226308E-1,-6.497984442E-1,6.211690146E0,6.247986761E0
1.301783417E0,-2.065704346E-1,-8.183089136E-1,5.750026742E0,5.811635601E0
1.311706417E0,-1.457730140E-1,-1.161047260E0,5.497300141E0,5.620461668E0
1.321629417E0,-5.979553674E-2,-1.629727176E0,5.204438252E0,5.453967702E0
1.331553417E0,-3.797382843E-3,-2.001297411E0,4.671406074E0,5.082050812E0
1.341476417E0,2.154777540E-2,-2.358902888E0,3.784967596E0,4.459917807E0
1.351399417E0,-3.250708379E-2,-2.706213611E0,2.404787890E0,3.620449366E0
1.361322417E0,-1.050777178E-1,-2.812418928E0,7.256938416E-1,2.906436496E0
1.371245417E0,-5.168956909E-2,-2.771802998E0,-1.119413184E0,2.989757440E0
1.381169417E0,1.570983489E-1,-2.720892461E0,-2.776703550E0,3.890760630E0
1.391092417E0,3.544436679E-1,-2.596140068E0,-4.111661475E0,4.875585468E0
1.401015417E0,4.532957456E-1,-2.437549547E0,-5.114078305E0,5.683389987E0
1.410938417E0,4.571207382E-1,-2.369373936E0,-6.081314778E0,6.542574543E0
1.420861417E0,4.011640173E-1,-2.281938912E0,-7.560193146E0,7.907256046E0
1.430785417E0,3.691604519E-1,-2.171606484E0,-9.233159312E0,9.492280287E0
1.440708417E0,5.040037499E-1,-2.038904217E0,-1.020880817E1,1.042261553E1
1.450631417E0,8.299998365E-1,-1.845171345E0,-1.065127400E1,1.084173394E1
1.460554417E0,8.926825731E-1,-1.702295215E0,-1.130936993E1,1.147155349E1
1.470477417E0,5.372142537E-1,-1.724375179E0,-1.233518791E1,1.246671286E1
1.480401417E0,4.461418599E-1,-1.809487542E0,-1.322652226E1,1.335717705E1
1.490324417E0,2.620064244E-1,-2.150199535E0,-1.359074415E1,1.376227932E1
1.500247417E0,6.562750395E-2,-2.495458324E0,-1.342963933E1,1.365967905E1
1.510170417E0,1.033970453E-3,-2.650468596E0,-1.286516082E1,1.313534727E1
1.520093417E0,5.785436165E-2,-2.831550725E0,-1.216517426E1,1.249049605E1
1.530017417E0,1.455748025E-1,-3.069249104E0,-1.162615571E1,1.202534734E1
1.539940417E0,1.605168870E-1,-3.261665769E0,-1.137273036E1,1.183229585E1
1.549862875E0,1.146135033E-1,-3.401767102E0,-1.121332942E1,1.171852859E1
1.559785875E0,1.495641750E-1,-3.433066663E0,-1.092158142E1,1.144942169E1
1.569708875E0,2.714942261E-1,-3.374081413E0,-1.060328707E1,1.113049106E1
1.579632875E0,4.640352900E-1,-3.310196197E0,-1.028241994E1,1.081207138E1
1.589555875E0,6.648567787E-1,-3.242465851E0,-9.769058965E0,1.031455924E1
1.599478875E0,6.819768414E-1,-3.167917945E0,-9.000883933E0,9.566436541E0
1.609401875E0,4.330214024E-1,-3.012869081E0,-8.220671237E0,8.766089392E0
1.619324875E0,1.670361305E-2,-2.875387008E0,-7.686643862E0,8.206864402E0
1.629248875E0,-2.490777555E-1,-2.890403243E0,-7.095605550E0,7.665773852E0
1.639171875E0,-3.237913940E-1,-3.012327045E0,-6.269167106E0,6.962859419E0
1.649094875E0,-5.016029197E-1,-3.149536053E0,-4.848066831E0,5.803010842E0
1.659017875E0,-9.155074717E-1,-3.228229928E0,-2.443264323E0,4.150802687E0
1.668940875E0,-1.232975760E0,-3.206682061E0,5.180323166E-1,3.474391536E0
