"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.176903875E0,-1.056500067E0,-3.076676238E-1,-2.515203202E-1,1.128766685E0
1.186968875E0,-1.745922461E0,-4.739158054E-1,-1.366313034E-1,1.814251786E0
1.197033875E0,-2.074208536E0,-6.868849942E-1,-2.087362432E-1,2.194931176E0
1.207097875E0,-1.485018529E0,-8.124672528E-1,-4.672439861E-1,1.756046699E0
1.217162875E0,-5.061139369E-1,-8.108114675E-1,-5.157951719E-1,1.086099080E0
1.227227875E0,8.808947325E-2,-1.004611583E0,-4.276501501E-1,1.095394376E0
1.237291875E0,2.882618845E-1,-1.009971872E0,-3.635167193E-1,1.111432635E0
1.247356875E0,3.967674959E-1,-9.582647976E-1,-3.645569390E-1,1.099362374E0
1.257421875E0,3.671472555E-1,-1.072015215E0,-1.707258332E-1,1.145932389E0
1.267485875E0,4.056061471E-1,-7.485011986E-1,-2.646677846E-1,8.915264589E-1
1.277550875E0,6.704885244E-1,1.216095871E-1,-6.226436824E-1,9.230541199E-1
1.287615875E0,9.521056330E-1,7.937765548E-1,-6.022848469E-1,1.378163050E0
1.297679875E0,1.085171889E0,1.325652666E0,-3.109099048E-1,1.741154212E0
1.307744875E0,6.198300022E-1,1.861220782E0,-5.124558270E-2,1.962385829E0
1.317809875E0,-1.103229260E-1,1.720959381E0,-2.544170308E-1,1.743158159E0
1.327873875E0,-1.179955840E0,7.055732802E-1,-1.339977760E0,1.919809843E0
1.337938875E0,-2.162472256E0,-5.130079503E-1,-2.428155702E0,3.291717414E0
1.348003875E0,-2.493894194E0,-1.398961255E0,-2.602792738E0,3.866669223E0
1.358067875E0,-2.383227451E0,-1.726208427E0,-2.254529650E0,3.707084105E0
1.368132875E0,-2.619452625E0,-1.517868332E0,-2.398232576E0,3.862250098E0
1.378197875E0,-2.803908890E0,-8.913144708E-1,-2.769908500E0,4.040883523E0
1.388261875E0,-2.874098867E0,-6.094552875E-1,-2.480627446E0,3.845177833E0
1.398326875E0,-2.974396741E0,1.800559428E-1,2.090245110E-1,2.987163766E0
1.408391875E0,-3.311528485E0,1.185588755E0,4.040478056E0,5.356986515E0
1.418455875E0,-2.584400321E0,9.583890510E-1,1.663479643E0,3.219440808E0
1.428520875E0,-1.496374406E0,-5.654883188E-1,-1.408331126E0,2.131269566E0
